0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.32012188,0.4011442,0.4762299,0.39826375,0.38667917,0.47132817,0.17568289,0.2513055,0.28240523,0.35792038,0.30933765,0.38096434,0.08190386,-0.40697038,0.3620965,-0.30902365
-0.2967076,-0.20314065,-0.26774082,-0.25274044,-0.22199115,0.33473033,-0.20266536,-0.21382114,-0.37232292,0.2783555,0.30747357,-0.43401274,-0.2935153,-0.39091843,0.1895465,-0.3425105
0.7725664,-0.5908965,-0.082048334,0.36551946,-0.72438097,-0.40752766,0.6053939,-0.5848219,0.43591788,0.66678035,0.90754783,0.057380207,0.6455873,-0.20979014,-0.05514078,0.021187946
0.1979605,0.28378537,0.6422385,-0.67414284,0.5898788,-0.6580245,-0.7258239,0.5877289,0.57991093,-0.5985068,-0.5115866,-0.4922607,-0.045698464,-0.24703497,-0.6670031,0.3627655
-0.26698738,-0.32136694,-0.34691685,0.29232115,-0.62852925,-0.25239727,0.119894005,-0.3339366,0.3424349,0.3623524,-0.31175813,0.36236787,-0.15130307,-0.2997138,0.23616552,0.23664647
0.35587478,-0.20499606,-0.52252716,0.09171001,0.46914572,0.19405937,-0.4991371,-0.4740702,-0.230535,-0.75522745,-0.21419518,0.46602014,0.5493188,0.48459667,-0.6272128,-0.03039442
0.3576721,-0.5039133,0.8303134,-0.8798478,-0.60302603,0.7139573,-0.7539407,0.9011774,-0.19812898,-0.5182248,0.70665896,0.0052644406,-0.41490042,0.795655,0.90166825,1.0087324
0.48619366,0.2839041,0.4407104,0.6455838,-0.53286266,0.21515152,-0.55740845,0.30117548,0.54601294,-0.21397664,0.28694025,-0.49497548,-0.3766116,0.5453552,-0.55950236,0.6733011
0.3179324,-0.2746461,0.3893124,0.29317057,-0.23157415,0.119966865,-0.4206323,0.30345702,0.43893433,-0.43580323,0.21838406,0.23467244,0.57178175,0.29864827,0.35430267,-0.439824
-0.33227605,-0.3756228,-0.36924714,0.5713432,0.5980513,-0.1274134,-0.5330128,-0.56537855,0.44735864,0.332307,0.5772864,0.21404774,0.29789287,0.4304506,0.052211627,0.18163413
-0.5673344,-0.7053216,-0.5901388,0.6007379,0.53024936,-0.6057121,0.3455105,-0.71614975,0.5513087,0.6419909,-0.40123525,0.72907037,-0.5628525,0.2662919,0.5341742,0.5491427
0.0318162,-0.6585833,0.37063336,-0.41308498,0.20130953,0.50946313,-0.5726483,0.097818464,-0.5273599,-0.4851647,0.41576228,-0.43264258,-0.5038681,0.13660009,0.38846505,0.47324562
0.013117798,-0.076062545,0.4310856,-0.41703248,-0.48127532,0.61270654,-0.019318074,0.5049693,0.5354852,-0.32869905,0.3314003,-0.26379272,0.65918255,0.6945378,0.87211525,-0.14719115
0.19569816,0.3253287,0.5196517,0.17125216,0.33975536,-0.3312846,-0.5414307,0.3847879,-0.36557668,0.019767974,-0.48429865,-0.26917246,-0.5413556,-0.23957127,-0.14978883,-0.44922653
0.39366803,0.17147018,-0.52034307,-0.39070266,-0.34661603,-0.34546685,0.41508937,-0.1691528,-0.68397856,0.26012936,0.49925888,0.36651143,-0.41412944,0.08439681,-0.024804443,0.36401975
-0.42974335,-0.36255836,-0.49131715,0.5688661,0.49399987,-0.3519328,-0.5604604,0.081778646,-0.29740405,0.017426822,0.81307423,0.37791526,-0.8354342,-0.48395115,0.26399654,0.43925518
0.44738305,-0.49546117,1.0407068,-0.41055793,-0.5518912,-0.48270366,-0.9507314,0.9875558,0.5187846,-0.85488623,0.44067296,0.3844313,0.50580645,0.72767043,0.6296371,0.040820725
0.42163482,-0.3165583,-0.031798366,0.6245228,0.5429659,0.3563252,-0.37512785,0.15659156,-0.48881698,-0.48612756,-0.04777021,0.39254665,0.2636114,0.39823097,-0.49282175,0.22489594
-0.3787099,0.6334927,-0.79479027,-0.4375564,-0.21958667,-0.18900865,-0.45934933,-0.67229974,-0.4738623,-0.2843013,0.55050194,-0.30632812,-0.4675266,0.32022133,0.36736137,-0.5025108
0.10385616,-0.09510453,-0.33512312,0.23389722,-0.6814774,-0.2692614,0.33372545,0.52086383,0.3628567,0.4104238,-0.2550028,0.2600847,0.37593755,-0.30930653,0.19756049,0.29307204
-0.6963488,-0.15771076,0.40761933,0.1697821,-0.552287,-0.5852654,-0.0004801154,-0.08424914,0.45236158,-0.57367045,0.64870286,-0.5639457,-0.5865852,0.55865026,-0.44710168,-0.5068208
-0.43202406,-0.37628344,-0.3664808,0.55317056,-0.3370986,0.5706739,0.5695889,0.30023405,0.059431236,-0.52976394,-0.35275576,0.3424934,-0.27635443,0.38764656,-0.43620864,-0.18366551
0.007643312,0.37292707,-0.33540717,0.32531905,-0.6834758,0.54304254,0.4792397,0.40206638,0.2336174,0.4972227,-0.28458047,0.060719304,-0.20571443,-0.4188571,-0.5986116,0.35189644
-0.24109727,-0.2839358,-0.28760633,0.24940903,-0.5675112,-0.20444667,-0.3009361,-0.31503075,0.28880888,0.28129822,-0.25603017,0.2823826,-0.19772892,-0.2734476,0.22644474,0.20852372
-0.7637775,-0.82497907,-0.61335343,0.4284463,0.58114344,-0.58334345,-0.6003052,0.90547484,0.6757079,0.5866963,-0.47033125,0.7508989,0.8770216,-0.45684156,0.07884854,0.4540059
-0.78872585,0.3624239,0.09551665,0.41734785,-0.7532603,-0.3848286,-0.844411,0.775658,0.66239816,-0.67270243,-0.38378114,-0.6656705,-0.40585744,0.6301737,0.32078668,-0.57913685
0.4539336,0.56964934,-0.8280063,0.72663087,-0.3351194,0.4244334,-0.5938081,0.11211388,0.5134076,-0.39365986,0.316869,-0.48200756,-0.43608725,0.45730633,0.5101181,-0.4949417
0.43169987,-0.353006,0.30256203,-0.4467796,-0.4402817,0.46347436,-0.41371363,0.3791178,0.15755014,-0.45437235,0.3758374,0.36546603,-0.29685134,0.20957516,0.51504326,0.50837445
0.34344274,-0.6999945,-0.15145841,0.36737943,0.47857928,-0.34428367,-0.36348552,-0.4223354,-0.42707637,-0.21238069,-0.26413858,-0.5751381,0.3028024,-0.26676303,-0.3646546,-0.4871738
-0.0708628,0.6656003,-0.5987912,-0.31658438,-0.6913543,-0.030279636,0.6708814,0.6714903,-0.07774602,0.60222304,-0.21427248,0.3145306,0.5991023,0.8780501,0.31422603,0.27858174
0.39192188,0.16080627,0.29823703,0.14277533,-0.08009224,-0.48515052,-0.2998765,-0.5972625,-0.2572775,-0.5729935,-0.16234623,-0.5999124,-0.33454582,-0.60845804,0.47235847,-0.35683924
-0.45833197,0.25419885,0.6681463,-0.6303615,0.5445261,-0.50074995,-0.45921832,0.38387147,-0.17010142,0.42295384,-0.43231395,-0.56225574,-0.53830206,0.08513977,-0.6516179,0.30930436
-0.40396756,0.48932505,0.6552903,-0.64073104,0.39844912,-0.5752623,-0.41731358,0.5036537,0.42219448,0.36466527,-0.48897678,-0.4009291,-0.57327724,-0.42298052,-0.4120242,-0.3849485
0.52040863,0.41072786,-0.54972273,0.027382143,0.46312147,-0.26193708,0.039666824,0.46991453,-0.6768188,0.45797133,0.07149431,-0.34683064,-0.56570137,0.08123294,0.44984436,-0.17334649
-0.47637007,-0.35649896,-0.4209687,-0.40408933,-0.022673272,-0.4382587,0.8361266,-0.05376479,0.4376736,0.10182625,-0.33991987,0.4082173,-0.42053318,-0.3163414,0.30852973,-0.7016231
0.43443888,0.5391898,-0.7772365,0.6893283,-0.3157087,0.40192884,-0.5628378,0.11931584,0.48479247,-0.38207301,0.31336793,-0.4462679,-0.41289425,0.42243332,0.49240762,-0.4640927
-0.35416433,0.12075208,0.1713147,-0.28262734,-0.5677481,-0.6282916,-0.39898336,0.084370695,-0.6687685,-0.057583578,-0.52722824,0.75725305,0.11530149,0.45014048,-0.68947536,-0.7035166
-0.5256958,0.6074317,0.59602696,0.42321932,0.26348284,0.36011237,0.3176303,0.43411508,0.0221015,0.19678956,0.5923945,0.5620907,-0.38245764,-0.22984873,0.40210298,0.4385425
0.25211295,-0.19235134,0.45152327,-0.1409446,-0.36435524,-0.94412345,-0.15242502,-0.45446765,0.72537684,-0.53960145,0.49867278,-0.072068214,-0.17533752,0.5157326,-0.39995375,-0.6094012
1.3117142,-0.93655276,1.0998746,-1.2667298,-1.4898244,1.2823246,-1.1945661,1.2497605,0.35501665,-0.64824045,0.7485432,-0.38823614,-0.9597557,0.5110398,1.1105459,1.835582
-0.51107293,0.14830202,-0.7708447,0.6617678,-0.6738645,0.72336847,0.6232097,0.73364055,-0.8261776,-0.51525486,-0.6633277,0.9512033,0.42924196,0.68176323,0.3270798,-0.9450608
-0.24959119,-0.31427443,-0.20528865,0.37469226,0.3726158,-0.30437475,-0.39076245,-0.358251,0.36847377,0.24306926,-0.21600534,0.28015578,0.49552757,0.63687044,0.21788508,-0.6341968
-0.69791603,0.36619288,-0.48730972,0.25195456,0.42291743,0.807572,0.22822729,0.49129197,-0.692932,0.5927238,-0.4683446,-0.549638,0.2787454,-0.27266976,0.5565648,-0.63644534
0.46982828,-0.4114692,0.5013481,0.37573022,-0.29647234,0.4360268,-0.5067171,-0.13546404,0.252465,-0.3439917,-0.6319252,0.20701443,0.38472694,-0.4236323,-0.3614929,-0.58776224
-0.07129705,-0.51439106,0.7444154,0.22021131,-0.32143903,0.8310196,-0.70753664,-0.4552716,-0.26757962,-0.37483346,-0.45475549,0.73644614,-0.036283717,0.39581364,-0.752522,0.54454154
0.5106991,-0.9573937,-0.7062034,0.38551274,-0.49320298,-0.25180972,-0.22024511,1.0394723,-0.83425266,-0.90220964,-0.832248,-0.37181154,0.42342728,1.0922486,-0.5415419,-0.3455873
-0.7262773,1.1822656,0.34954458,-1.0388478,0.79930705,-0.94746923,-1.266097,0.4477823,0.6381804,0.3353812,-0.543442,-1.030415,-0.85019517,0.3392614,-1.0612255,0.49944532
0.3735485,0.370629,0.27230048,-0.1724545,0.12736106,-0.6792095,0.43164772,-0.22536439,0.38731045,-0.38745934,0.078157015,0.47225884,-0.031949554,0.43501413,-0.47751433,-0.085019104
-0.43067488,-0.37687224,0.33927196,-0.43801352,-0.3058671,0.4076955,0.4321975,-0.45442578,0.041017406,-0.39416584,0.3087501,0.29732627,-0.3034461,-0.59274113,0.23771086,-0.58227956
-0.48750085,-0.31761944,0.36838707,0.38436595,0.057792753,-0.42749912,0.6375339,0.46919328,0.10912405,0.34523034,0.60415524,-0.46982712,-0.34748286,0.4725471,-0.15320468,0.087588
-0.35580426,-0.49409515,0.52856153,0.5663432,0.88954717,-0.49097243,0.7450175,0.5904126,0.10513465,-0.5562327,0.6166916,0.56925327,-0.4263983,0.71650904,0.10292563,0.15936439
-0.37156487,0.41410878,0.3344541,-0.31343624,0.37904903,-0.47000754,-0.4528194,0.34459814,0.368199,-0.3552153,-0.41335708,-0.36591995,-0.37964946,0.35754567,-0.42215046,-0.4128247
-0.41669464,-0.24204591,-0.07559191,-0.13598737,0.54665387,0.0358655,-0.65883344,-0.43484277,0.07468183,0.4768296,-0.42562732,0.22928461,0.60419995,0.5534432,-0.1137165,0.32923543
0.34355265,0.7334999,0.87470406,0.042898193,-0.43914753,-0.5558057,0.48696512,-0.86180615,-0.36434102,-0.36691326,-0.61829364,-0.6117128,0.3106727,-0.8171507,0.9295112,0.5546264
-0.46538055,0.34468472,0.5172222,0.44513664,-0.3226521,-0.3503111,0.39367583,-0.57692224,-0.7177276,-0.6999515,-0.37552065,-0.572652,0.50013393,-0.46851486,0.59394944,0.5250641
-0.24906814,-0.37457258,-0.5241665,-0.00081846863,-0.091029435,-0.3694285,-0.4450472,-0.42080244,-0.61019427,-0.6666437,0.2627159,0.54158413,0.60168016,0.5932972,-0.69917387,-0.5928047
-0.29739407,-0.48556998,-0.45532727,0.5023558,0.5092733,-0.3616863,0.3168021,-0.5005048,0.383707,0.46700895,-0.31409156,0.424105,-0.5927923,0.76891345,0.34573522,0.36917984
0.29622656,-0.40144843,0.21810979,0.12610698,0.68177783,0.120546654,-0.4393983,-0.5126918,0.15415192,-0.50367475,0.11234458,0.14801674,0.61787176,0.4061225,-0.1567389,-0.52996695
0.3478825,-0.56637424,-0.57839376,0.07105933,-0.4200394,0.5322098,0.4881246,0.39564282,-0.41684973,0.55515844,0.39496097,-0.5238646,-0.5189359,-0.79910004,-0.62736255,-0.12100816
0.43559015,-0.27485737,-0.019638874,0.5555007,-0.30404162,0.45899808,-0.49654144,-0.48126775,0.3609114,-0.442065,0.03147165,0.27616084,0.48986802,-0.3715739,-0.6482365,-0.5317192
-0.8491748,1.0130086,0.78192645,1.0542227,-1.2303634,-1.0834048,0.75929046,-0.7196839,-1.2411351,-1.231813,-0.6125795,-1.3033614,0.8139108,-0.77492833,0.83265007,1.2986087
-0.6019151,0.011714742,-0.60018927,-0.28738448,0.75734806,-0.5796465,0.008496508,-0.6165104,0.18835005,0.34190077,0.5047065,-0.43786216,-0.7871136,0.6036038,0.26501074,0.66108894
-0.38121203,-0.45524073,-0.47583586,0.62492085,0.49097633,-0.14434022,-0.73882973,-0.610294,0.4154447,0.3759176,-0.4024544,0.3743661,-0.98758054,-0.3908306,0.37784556,0.34430027
-0.34258857,0.17233776,0.46904954,0.3255735,-0.2983514,-0.29378468,0.30525538,-0.35948855,-0.42127538,-0.39446464,-0.31734008,-0.3642339,0.33182484,-0.38636434,0.29163858,0.30017817
-0.46422353,0.47614965,-0.5788953,-0.47252804,-0.4234476,0.4157011,-0.1528517,-0.64291644,-0.44548398,-0.418324,0.4473357,-0.117719315,-0.39242065,-0.060186774,0.5114343,-0.50316715
0.3025536,0.52830994,-0.6854295,-0.06136371,0.25928044,0.2408197,-0.35276332,0.137768,-0.75923944,0.15456079,0.477054,-0.4964679,-0.36810833,0.2632131,0.59855235,0.77970594
-0.28770265,-0.39997908,0.3748571,0.363186,-0.3138444,-0.008427151,0.37825853,0.42968243,0.24588108,-0.23158896,0.3986168,-0.4874983,0.17424838,-0.2756014,0.30089012,0.29858238
0.4727554,-0.5848829,0.22174585,0.286864,0.3205191,0.4601478,0.28814292,-0.5521731,-0.37357527,-0.33528456,0.46641248,-0.202548,-0.37892812,0.2877619,-0.553634,0.55292994
-0.3517101,-0.60947233,-0.37199467,0.45494872,0.6559641,0.5323527,0.281653,0.24344678,0.21906754,-0.3859736,0.1875062,-0.37363034,0.4452747,0.46491605,-0.60349053,0.010123835
0.78603745,0.6228456,0.060865004,1.0576054,-1.0436177,-0.83553666,-0.41047573,0.7528242,-0.4047731,-1.1432767,0.8019421,0.5923007,-1.1387858,0.7872331,0.969925,-0.5099056
0.64384687,0.03359007,0.045493856,0.059562005,-0.7199453,0.8292596,-0.021247745,-0.6896428,-0.23351176,-0.4048513,-0.4299356,0.5003459,-0.71665025,-0.65503204,-0.8239936,0.57439506
-0.3528914,0.44415745,-0.29891226,-0.46410388,-0.6061281,0.36097127,-0.5501886,-0.3885736,0.63763356,-0.58275694,0.6137006,0.5390506,0.5306978,-0.15707499,-0.5043151,-0.24049565
-0.65166426,0.72941595,0.4813008,-0.5779828,0.39609024,-0.48218212,0.664477,-0.056521144,0.15533137,-0.6854452,-0.3925361,0.6687941,0.8068153,0.97736394,-0.76309264,0.42975196
-0.30862448,-0.40986168,0.44503152,0.4731901,0.74773,-0.41992584,0.6263074,0.5216837,0.09712212,-0.46543646,0.5230931,0.48610452,-0.36323804,0.5947766,0.09662919,0.14171594
-0.28113022,-0.4124696,0.42610326,0.47005612,0.7204272,-0.4012311,0.6099439,0.47653535,0.0787827,-0.45091662,0.5010191,0.46237868,-0.36211288,0.58578277,0.08673203,0.12242643
-0.53899693,0.3210801,0.6942821,0.5182507,-0.35342798,-0.4112219,0.484721,-0.07615631,-0.67808443,-0.5456185,-0.11879879,-0.14880782,0.2854483,-0.60078746,0.53536326,-0.06956872
0.47710508,0.44536874,-0.4360197,0.13631588,0.29795426,0.5067079,-0.422599,0.22862202,0.16579069,-0.6262602,-0.36675984,0.3144645,-0.41843736,-0.33736506,-0.55247396,0.36560386
-0.4580963,-0.19042993,0.6351115,0.44030404,0.5441149,-0.421303,0.40456462,-0.41840518,-0.56830215,-0.57408774,-0.34418684,-0.54337573,0.3948898,-0.41770938,0.44411254,0.37155437
-0.12815121,-0.345787,0.3597163,0.42387807,0.69693756,-0.3044153,0.51441973,0.29381424,-0.029506799,-0.40510893,0.41602355,0.39106047,-0.299495,0.5136806,-0.052844957,-0.021756327
-0.5136233,-0.44538116,-0.36839825,-0.5744021,0.5395695,0.6775141,-0.40002385,-0.46212,-0.033295207,0.2933157,0.70337284,-0.2613329,-0.40757442,-0.6636384,0.2456541,-0.6964453
-0.52367973,-0.3164382,-0.49194837,0.14375779,-0.46284604,0.4692025,0.5586011,0.41415846,-0.35745335,-0.42265558,-0.44971818,0.24090594,-0.42282337,0.24163184,-0.41581684,-0.29367366
0.60225743,-0.34785295,0.21721184,-0.38937333,-0.39626035,0.56010425,-0.6063738,0.47612223,0.45174062,-0.39368206,0.4356765,-0.32419297,-0.486016,-0.3422739,0.10775948,0.3891223
-0.29734045,-0.53408664,0.570263,0.20924015,0.5744034,-0.2504084,0.05461897,0.7288633,0.24748854,-0.53157663,-0.26341242,0.47085762,0.4698968,-0.2501616,0.059689254,0.052448563
0.47421536,0.12249488,-0.27327842,-0.52306503,-0.40101975,0.6179221,-0.14545548,-0.5877183,0.4592678,-0.4704149,0.3628336,-0.19162965,-0.47643638,-0.8258755,-0.72722197,0.53708565
-0.60616815,0.6303888,0.49913383,0.42345256,-0.6193459,-0.66909856,0.25111416,-0.63106495,-0.6979916,-0.6696482,-0.4537388,-0.7059676,0.51035935,-0.5376241,0.30301243,0.5668878
